StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Consent,Intro,Intro_5_TEXT,Q24,Q25,Q27,Q27_7_TEXT,Q26,Timing _First Click,Timing _Last Click,Timing _Page Submit,Timing _Click Count,Q1,Q28_First Click,Q28_Last Click,Q28_Page Submit,Q28_Click Count,Q29,Q30_First Click,Q30_Last Click,Q30_Page Submit,Q30_Click Count,Q31,Q32_First Click,Q32_Last Click,Q32_Page Submit,Q32_Click Count,Q33,Q34_First Click,Q34_Last Click,Q34_Page Submit,Q34_Click Count,Q35,Q36_First Click,Q36_Last Click,Q36_Page Submit,Q36_Click Count,Q37,Q38_First Click,Q38_Last Click,Q38_Page Submit,Q38_Click Count,Q39,Q40_First Click,Q40_Last Click,Q40_Page Submit,Q40_Click Count,Q41,Q42_First Click,Q42_Last Click,Q42_Page Submit,Q42_Click Count,Q43,Q44_First Click,Q44_Last Click,Q44_Page Submit,Q44_Click Count,Q45,F-1-1,F-1-1-1,F-1-2,F-1-1-2,F-1-2-1,F-1-2-2,F-2-1,F-2-1-1,F-2-2,F-2-1-2,F-2-2-1,F-2-2-2,F-3-1,F-3-1-1,F-3-2,F-3-1-2,F-3-2-1,F-3-2-2,F-4-1,F-4-1-1,F-4-2,F-4-1-2,F-4-2-1,F-4-2-2,F-5-1,F-5-1-1,F-5-2,F-5-1-2,F-5-2-1,F-5-2-2,F-6-1,F-6-1-1,F-6-2,F-6-1-2,F-6-2-1,F-6-2-2,F-7-1,F-7-1-1,F-7-2,F-7-1-2,F-7-2-1,F-7-2-2,F-8-1,F-8-1-1,F-8-2,F-8-1-2,F-8-2-1,F-8-2-2,F-9-1,F-9-1-1,F-9-2,F-9-1-2,F-9-2-1,F-9-2-2,F-10-1,F-10-1-1,F-10-2,F-10-1-2,F-10-2-1,F-10-2-2,F-1-3,F-1-1-3,F-1-2-3,F-2-3,F-2-1-3,F-2-2-3,F-3-3,F-3-1-3,F-3-2-3,F-4-3,F-4-1-3,F-4-2-3,F-5-3,F-5-1-3,F-5-2-3,F-6-3,F-6-1-3,F-6-2-3,F-7-3,F-7-1-3,F-7-2-3,F-8-3,F-8-1-3,F-8-2-3,F-9-3,F-9-1-3,F-9-2-3,F-10-3,F-10-1-3,F-10-2-3
2023-03-21 10:45:42,2023-03-21 10:47:51,IP Address,136.152.143.83,100,128,True,2023-03-21 10:47:51,R_262q6pRLND5mTjw,,,,,37.8736,-122.257,anonymous,EN,"Yes, I consent.",Other (Please specify),Work,Morning (06:00-11:59),Yes,BART,,"Yes, I have read and understood. Take me to the next questions.",8.04,8.04,9.73,1,Bus,4.233,4.233,6.013,1,Bus,2.738,2.738,13.81,1,Bus,4.558,4.558,11.567,1,Bus,2.57,2.57,4.913,1,Bus,2.662,2.662,3.854,1,Bus,5.323,10.987,13.399,5,Bus,2.196,2.196,3.422,1,Bus,3.231,3.231,7.768,1,Bus,4.82,4.82,7.726,1,Bus,Travel Time (min),25,Wait Time (min),8,30,12,Travel Time (min),25,Wait Time (min),10,30,12,Travel Time (min),20,Wait Time (min),8,30,12,Travel Time (min),15,Wait Time (min),6,30,12,Travel Time (min),15,Wait Time (min),6,30,12,Travel Time (min),20,Wait Time (min),8,30,12,Travel Time (min),20,Wait Time (min),2,30,12,Travel Time (min),15,Wait Time (min),4,30,12,Travel Time (min),15,Wait Time (min),10,30,12,Travel Time (min),10,Wait Time (min),10,30,12,Travel Cost ($),15,0,Travel Cost ($),10,0,Travel Cost ($),15,0,Travel Cost ($),12,0,Travel Cost ($),15,0,Travel Cost ($),10,0,Travel Cost ($),8,0,Travel Cost ($),10,0,Travel Cost ($),8,0,Travel Cost ($),15,0
2023-03-21 10:45:32,2023-03-21 10:48:45,IP Address,136.152.143.199,100,193,True,2023-03-21 10:48:46,R_2uxnVAJKlHzdrT3,,,,,37.8736,-122.257,anonymous,EN,"Yes, I consent.",Commute between home and campus,,Morning (06:00-11:59),Yes,Walk,,"Yes, I have read and understood. Take me to the next questions.",4.875,4.875,6.674,1,Bus,4.4,4.4,7.91,1,Bus,2.544,2.544,3.356,1,Bus,6.909,6.909,8.072,1,Bus,7.051,7.051,8.208,1,Bus,12.124,16.173,17.262,2,Bus,1.837,1.837,2.872,1,Bus,2.161,2.161,3.364,1,Bus,2.837,2.837,4.173,1,Bus,4.127,4.127,5.932,1,Bus,Travel Time (min),10,Wait Time (min),6,30,12,Travel Time (min),20,Wait Time (min),6,30,12,Travel Time (min),10,Wait Time (min),6,30,12,Travel Time (min),10,Wait Time (min),10,30,12,Travel Time (min),15,Wait Time (min),10,30,12,Travel Time (min),15,Wait Time (min),4,30,12,Travel Time (min),10,Wait Time (min),2,30,12,Travel Time (min),25,Wait Time (min),2,30,12,Travel Time (min),20,Wait Time (min),10,30,12,Travel Time (min),15,Wait Time (min),10,30,12,Travel Cost ($),15,0,Travel Cost ($),8,0,Travel Cost ($),15,0,Travel Cost ($),10,0,Travel Cost ($),15,0,Travel Cost ($),15,0,Travel Cost ($),10,0,Travel Cost ($),8,0,Travel Cost ($),8,0,Travel Cost ($),12,0
2023-03-21 11:14:29,2023-03-21 11:14:37,IP Address,192.31.105.140,100,7,True,2023-03-21 11:14:37,R_3lFv6Vbgur5Al6f,,,,,37.8657,-122.2571,anonymous,EN,"No, I do not consent. Terminate survey.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Travel Time (min),20,Wait Time (min),4,30,12,Travel Time (min),20,Wait Time (min),10,30,12,Travel Time (min),15,Wait Time (min),2,30,12,Travel Time (min),20,Wait Time (min),6,30,12,Travel Time (min),10,Wait Time (min),8,30,12,Travel Time (min),25,Wait Time (min),6,30,12,Travel Time (min),25,Wait Time (min),10,30,12,Travel Time (min),15,Wait Time (min),2,30,12,Travel Time (min),20,Wait Time (min),6,30,12,Travel Time (min),15,Wait Time (min),4,30,12,Travel Cost ($),8,0,Travel Cost ($),10,0,Travel Cost ($),12,0,Travel Cost ($),8,0,Travel Cost ($),12,0,Travel Cost ($),8,0,Travel Cost ($),15,0,Travel Cost ($),8,0,Travel Cost ($),10,0,Travel Cost ($),10,0
2023-03-21 11:19:16,2023-03-21 11:20:31,IP Address,192.31.105.16,100,75,True,2023-03-21 11:20:32,R_3Dd7y5hp7ank7wV,,,,,37.8657,-122.2571,anonymous,EN,"Yes, I consent.","Running errands (grocery shopping, etc.)",,Afternoon (12:00-17:59),Yes,Private vehicle (either driver or passenger),,"Yes, I have read and understood. Take me to the next questions.",3.989,3.989,5.177,1,Ridehail,2.443,2.443,2.963,1,Ridehail,2.861,2.861,4.381,1,Ridehail,0.972,0.972,1.493,1,Ridehail,0.835,0.835,1.203,1,Ridehail,0.607,0.607,1.66,1,Ridehail,1.145,1.145,2.981,1,Ridehail,1.181,1.181,1.592,1,Ridehail,0.548,0.548,0.909,1,Ridehail,0.597,0.597,0.983,1,Ridehail,Travel Time (min),25,Wait Time (min),4,30,12,Travel Time (min),10,Wait Time (min),2,30,12,Travel Time (min),25,Wait Time (min),4,30,12,Travel Time (min),15,Wait Time (min),10,30,12,Travel Time (min),10,Wait Time (min),2,30,12,Travel Time (min),20,Wait Time (min),6,30,12,Travel Time (min),25,Wait Time (min),6,30,12,Travel Time (min),20,Wait Time (min),2,30,12,Travel Time (min),10,Wait Time (min),2,30,12,Travel Time (min),15,Wait Time (min),10,30,12,Travel Cost ($),8,0,Travel Cost ($),10,0,Travel Cost ($),15,0,Travel Cost ($),12,0,Travel Cost ($),12,0,Travel Cost ($),15,0,Travel Cost ($),15,0,Travel Cost ($),10,0,Travel Cost ($),12,0,Travel Cost ($),8,0
2023-03-21 11:19:46,2023-03-21 11:20:50,IP Address,136.152.143.237,100,64,True,2023-03-21 11:20:50,R_cUSHB3DtVGeoFy1,,,,,37.8736,-122.257,anonymous,EN,"Yes, I consent.",Commute between home and campus,,Afternoon (12:00-17:59),Yes,Bike,,"Yes, I have read and understood. Take me to the next questions.",6.599,6.599,7.551,1,Ridehail,0.62,0.62,3.34,1,Bus,1.394,5.342,5.784,3,Ridehail,1.223,2.482,2.995,2,Bus,1.578,1.578,2.706,1,Bus,0.903,0.903,1.428,1,Bus,0.527,0.527,1.004,1,Bus,0.423,1.141,1.542,2,Ridehail,0.555,0.555,0.883,1,Bus,0.72,0.72,1.104,1,Bus,Travel Time (min),25,Wait Time (min),2,30,12,Travel Time (min),20,Wait Time (min),6,30,12,Travel Time (min),25,Wait Time (min),4,30,12,Travel Time (min),10,Wait Time (min),6,30,12,Travel Time (min),15,Wait Time (min),10,30,12,Travel Time (min),15,Wait Time (min),4,30,12,Travel Time (min),20,Wait Time (min),10,30,12,Travel Time (min),20,Wait Time (min),10,30,12,Travel Time (min),10,Wait Time (min),4,30,12,Travel Time (min),25,Wait Time (min),4,30,12,Travel Cost ($),12,0,Travel Cost ($),8,0,Travel Cost ($),8,0,Travel Cost ($),15,0,Travel Cost ($),12,0,Travel Cost ($),12,0,Travel Cost ($),15,0,Travel Cost ($),8,0,Travel Cost ($),10,0,Travel Cost ($),15,0
2023-03-21 11:19:13,2023-03-21 11:20:51,IP Address,136.152.143.246,100,98,True,2023-03-21 11:20:52,R_5yVS97D3hYIHVkt,,,,,37.8736,-122.257,anonymous,EN,"Yes, I consent.",Leisure,,Evening (18:00-21:59),No,Private vehicle (either driver or passenger),,"Yes, I have read and understood. Take me to the next questions.",1.329,10.344,11.133,2,Bus,12.712,13.994,17.168,2,Bus,1.67,4.155,6.358,2,Bus,5.311,6.563,15.585,2,Bus,1.488,2.472,2.961,2,Bus,1.205,2.889,3.959,2,Bus,1.328,2.928,3.534,2,Bus,2.127,5.038,5.857,4,Bus,1.442,2.192,3.213,2,Bus,1.223,2.94,3.563,2,Bus,Travel Time (min),20,Wait Time (min),10,30,12,Travel Time (min),15,Wait Time (min),6,30,12,Travel Time (min),20,Wait Time (min),6,30,12,Travel Time (min),10,Wait Time (min),6,30,12,Travel Time (min),20,Wait Time (min),8,30,12,Travel Time (min),20,Wait Time (min),6,30,12,Travel Time (min),15,Wait Time (min),4,30,12,Travel Time (min),10,Wait Time (min),6,30,12,Travel Time (min),15,Wait Time (min),10,30,12,Travel Time (min),10,Wait Time (min),8,30,12,Travel Cost ($),12,0,Travel Cost ($),8,0,Travel Cost ($),8,0,Travel Cost ($),12,0,Travel Cost ($),12,0,Travel Cost ($),8,0,Travel Cost ($),15,0,Travel Cost ($),12,0,Travel Cost ($),10,0,Travel Cost ($),8,0
2023-03-21 11:19:40,2023-03-21 11:20:55,IP Address,136.152.143.37,100,75,True,2023-03-21 11:20:55,R_1CmCR6WtGoPEeVg,,,,,37.8736,-122.257,anonymous,EN,"Yes, I consent.",Leisure,,Afternoon (12:00-17:59),No,Bus,,"Yes, I have read and understood. Take me to the next questions.",4.268,4.817,6.253,2,Bus,3.634,3.634,4.604,1,Bus,2.223,2.223,3.559,1,Bus,1.712,2.295,2.831,2,Bus,1.961,1.961,2.589,1,Bus,2.383,2.383,2.948,1,Bus,0.836,0.836,1.456,1,Bus,0.951,0.951,3.687,1,Bus,0.704,0.704,1.171,1,Bus,0.466,0.466,0.952,1,Bus,Travel Time (min),10,Wait Time (min),2,30,12,Travel Time (min),15,Wait Time (min),4,30,12,Travel Time (min),15,Wait Time (min),8,30,12,Travel Time (min),15,Wait Time (min),4,30,12,Travel Time (min),15,Wait Time (min),6,30,12,Travel Time (min),15,Wait Time (min),8,30,12,Travel Time (min),25,Wait Time (min),10,30,12,Travel Time (min),25,Wait Time (min),8,30,12,Travel Time (min),10,Wait Time (min),2,30,12,Travel Time (min),20,Wait Time (min),10,30,12,Travel Cost ($),10,0,Travel Cost ($),8,0,Travel Cost ($),8,0,Travel Cost ($),15,0,Travel Cost ($),8,0,Travel Cost ($),12,0,Travel Cost ($),15,0,Travel Cost ($),10,0,Travel Cost ($),15,0,Travel Cost ($),15,0
2023-03-21 11:19:11,2023-03-21 11:21:02,IP Address,136.152.143.116,100,110,True,2023-03-21 11:21:02,R_1KdRocwwJByqWqQ,,,,,37.8736,-122.257,anonymous,EN,"Yes, I consent.",Leisure,,Evening (18:00-21:59),Yes,BART,,"Yes, I have read and understood. Take me to the next questions.",12.661,12.661,14.099,1,Ridehail,11.297,11.297,12.086,1,Ridehail,6.381,6.381,6.884,1,Ridehail,2.824,2.824,5.444,1,Ridehail,2.052,2.052,2.688,1,Bus,3.51,3.51,8.913,1,Bus,1.543,1.543,3.246,1,Bus,2.723,2.723,3.393,1,Bus,3.865,4.298,4.318,2,Ridehail,2.38,2.38,3.516,1,Bus,Travel Time (min),15,Wait Time (min),6,30,12,Travel Time (min),15,Wait Time (min),4,30,12,Travel Time (min),20,Wait Time (min),4,30,12,Travel Time (min),10,Wait Time (min),2,30,12,Travel Time (min),25,Wait Time (min),2,30,12,Travel Time (min),15,Wait Time (min),10,30,12,Travel Time (min),20,Wait Time (min),8,30,12,Travel Time (min),20,Wait Time (min),10,30,12,Travel Time (min),15,Wait Time (min),4,30,12,Travel Time (min),20,Wait Time (min),10,30,12,Travel Cost ($),10,0,Travel Cost ($),12,0,Travel Cost ($),8,0,Travel Cost ($),10,0,Travel Cost ($),10,0,Travel Cost ($),8,0,Travel Cost ($),8,0,Travel Cost ($),15,0,Travel Cost ($),10,0,Travel Cost ($),8,0
2023-03-21 11:19:18,2023-03-21 11:21:05,IP Address,136.152.143.69,100,106,True,2023-03-21 11:21:05,R_3QMqCjE764Xwg7u,,,,,37.8736,-122.257,anonymous,EN,"Yes, I consent.",Commute between home and campus,,Morning (06:00-11:59),Yes,Bike,,"Yes, I have read and understood. Take me to the next questions.",7.377,7.377,9.238,1,Bus,10.092,10.092,11.16,1,Bus,6.221,6.221,7.419,1,Bus,3.01,3.01,3.971,1,Bus,2.778,2.778,4.082,1,Bus,1.537,1.537,2.433,1,Bus,2.984,2.984,4.045,1,Bus,1.326,1.326,2.484,1,Bus,1.289,1.289,2.211,1,Bus,1.21,1.21,2.238,1,Bus,Travel Time (min),15,Wait Time (min),2,30,12,Travel Time (min),15,Wait Time (min),6,30,12,Travel Time (min),20,Wait Time (min),2,30,12,Travel Time (min),20,Wait Time (min),6,30,12,Travel Time (min),25,Wait Time (min),6,30,12,Travel Time (min),25,Wait Time (min),8,30,12,Travel Time (min),20,Wait Time (min),10,30,12,Travel Time (min),25,Wait Time (min),2,30,12,Travel Time (min),25,Wait Time (min),6,30,12,Travel Time (min),25,Wait Time (min),8,30,12,Travel Cost ($),15,0,Travel Cost ($),8,0,Travel Cost ($),10,0,Travel Cost ($),12,0,Travel Cost ($),8,0,Travel Cost ($),15,0,Travel Cost ($),15,0,Travel Cost ($),12,0,Travel Cost ($),15,0,Travel Cost ($),15,0
2023-03-21 11:19:39,2023-03-21 11:21:08,IP Address,136.152.143.116,100,89,True,2023-03-21 11:21:08,R_1FLHaqSdWZrAj4R,,,,,37.8736,-122.257,anonymous,EN,"Yes, I consent.",Commute between home and campus,,Morning (06:00-11:59),Yes,Bus,,"Yes, I have read and understood. Take me to the next questions.",18.859,19.726,20.691,3,Bus,2.025,2.025,2.729,1,Bus,0.653,0.653,1.288,1,Bus,0.601,0.601,1.368,1,Bus,0.461,0.461,0.864,1,Bus,0.448,0.448,1.17,1,Bus,0.45,0.45,0.801,1,Bus,0.413,0.413,0.831,1,Bus,0.405,0.405,0.807,1,Bus,0.514,0.514,0.932,1,Bus,Travel Time (min),25,Wait Time (min),4,30,12,Travel Time (min),20,Wait Time (min),2,30,12,Travel Time (min),20,Wait Time (min),8,30,12,Travel Time (min),25,Wait Time (min),6,30,12,Travel Time (min),25,Wait Time (min),6,30,12,Travel Time (min),25,Wait Time (min),8,30,12,Travel Time (min),10,Wait Time (min),2,30,12,Travel Time (min),15,Wait Time (min),10,30,12,Travel Time (min),10,Wait Time (min),6,30,12,Travel Time (min),20,Wait Time (min),2,30,12,Travel Cost ($),10,0,Travel Cost ($),12,0,Travel Cost ($),12,0,Travel Cost ($),8,0,Travel Cost ($),15,0,Travel Cost ($),15,0,Travel Cost ($),12,0,Travel Cost ($),10,0,Travel Cost ($),10,0,Travel Cost ($),15,0
2023-03-21 11:19:23,2023-03-21 11:21:11,IP Address,136.152.143.59,100,107,True,2023-03-21 11:21:11,R_2TAbMTjmTVc1h8v,,,,,37.8736,-122.257,anonymous,EN,"Yes, I consent.",Leisure,,Evening (18:00-21:59),No,Bus,,"Yes, I have read and understood. Take me to the next questions.",1.238,11.574,12.259,2,Ridehail,1.173,7.619,8.322,6,Ridehail,0.937,5.344,6.651,3,Bus,1.404,1.404,4.072,1,Ridehail,0.928,2.772,3.778,2,Ridehail,2.663,7.505,10.796,5,Ridehail,1.073,2.037,3.696,2,Bus,1.165,7.573,9.014,4,Bus,0.764,0.764,1.601,1,Bus,1.124,4.343,5.149,4,Bus,Travel Time (min),10,Wait Time (min),6,30,12,Travel Time (min),15,Wait Time (min),2,30,12,Travel Time (min),15,Wait Time (min),6,30,12,Travel Time (min),10,Wait Time (min),4,30,12,Travel Time (min),20,Wait Time (min),8,30,12,Travel Time (min),15,Wait Time (min),4,30,12,Travel Time (min),20,Wait Time (min),4,30,12,Travel Time (min),15,Wait Time (min),8,30,12,Travel Time (min),20,Wait Time (min),6,30,12,Travel Time (min),25,Wait Time (min),8,30,12,Travel Cost ($),10,0,Travel Cost ($),10,0,Travel Cost ($),12,0,Travel Cost ($),8,0,Travel Cost ($),8,0,Travel Cost ($),8,0,Travel Cost ($),12,0,Travel Cost ($),15,0,Travel Cost ($),15,0,Travel Cost ($),10,0
2023-03-21 11:19:10,2023-03-21 11:21:15,IP Address,136.152.143.212,100,125,True,2023-03-21 11:21:15,R_0DsEp1shnDBit7X,,,,,37.8736,-122.257,anonymous,EN,"Yes, I consent.",Leisure,,Evening (18:00-21:59),No,Ridehail (Uber/Lyft),,"Yes, I have read and understood. Take me to the next questions.",7.635,8.515,10.893,2,Ridehail,1.27,5.597,7.385,2,Ridehail,0.844,6.97,7.475,2,Bus,0.884,16.594,16.609,5,Bus,0.844,10.429,10.451,6,Ridehail,1.172,3.114,3.819,3,Bus,0.887,13.739,13.762,8,Ridehail,3.964,3.964,6.986,1,Bus,3.46,3.46,4.395,1,Bus,1.751,1.751,3.355,1,Bus,Travel Time (min),10,Wait Time (min),2,30,12,Travel Time (min),10,Wait Time (min),6,30,12,Travel Time (min),10,Wait Time (min),10,30,12,Travel Time (min),10,Wait Time (min),10,30,12,Travel Time (min),10,Wait Time (min),8,30,12,Travel Time (min),20,Wait Time (min),10,30,12,Travel Time (min),15,Wait Time (min),8,30,12,Travel Time (min),20,Wait Time (min),4,30,12,Travel Time (min),10,Wait Time (min),10,30,12,Travel Time (min),25,Wait Time (min),2,30,12,Travel Cost ($),12,0,Travel Cost ($),8,0,Travel Cost ($),15,0,Travel Cost ($),8,0,Travel Cost ($),10,0,Travel Cost ($),12,0,Travel Cost ($),10,0,Travel Cost ($),8,0,Travel Cost ($),15,0,Travel Cost ($),10,0
2023-03-21 11:19:40,2023-03-21 11:21:15,IP Address,192.31.105.2,100,95,True,2023-03-21 11:21:15,R_1kHwWXZZH8WT1ZA,,,,,37.8657,-122.2571,anonymous,EN,"Yes, I consent.","Running errands (grocery shopping, etc.)",,Afternoon (12:00-17:59),No,Bus,,"Yes, I have read and understood. Take me to the next questions.",4.918,5.969,7.279,2,Bus,1.212,1.212,3.078,1,Bus,1.086,1.086,3.574,1,Bus,1.101,1.101,1.722,1,Bus,0.302,0.302,0.978,1,Bus,0.388,0.388,0.8,1,Bus,0.671,0.671,1.302,1,Bus,0.491,0.491,0.896,1,Bus,0.493,0.493,0.801,1,Bus,0.509,0.509,0.976,1,Bus,Travel Time (min),10,Wait Time (min),8,30,12,Travel Time (min),20,Wait Time (min),10,30,12,Travel Time (min),10,Wait Time (min),2,30,12,Travel Time (min),15,Wait Time (min),4,30,12,Travel Time (min),15,Wait Time (min),2,30,12,Travel Time (min),15,Wait Time (min),6,30,12,Travel Time (min),10,Wait Time (min),8,30,12,Travel Time (min),25,Wait Time (min),6,30,12,Travel Time (min),10,Wait Time (min),2,30,12,Travel Time (min),10,Wait Time (min),2,30,12,Travel Cost ($),10,0,Travel Cost ($),15,0,Travel Cost ($),8,0,Travel Cost ($),8,0,Travel Cost ($),15,0,Travel Cost ($),12,0,Travel Cost ($),10,0,Travel Cost ($),10,0,Travel Cost ($),8,0,Travel Cost ($),12,0
2023-03-21 11:06:12,2023-03-21 11:21:17,IP Address,192.31.105.225,100,905,True,2023-03-21 11:21:17,R_bDFJqkbXDPu1avv,,,,,37.8657,-122.2571,anonymous,EN,"Yes, I consent.",Commute between home and campus,,Afternoon (12:00-17:59),Yes,Walk,,"Yes, I have read and understood. Take me to the next questions.",6.507,6.507,11.24,1,Bus,2.44,2.44,3.81,1,Bus,2.231,2.231,4.186,1,Bus,1.654,4.047,5.771,3,Bus,1.752,1.752,2.952,1,Bus,1.672,1.672,2.835,1,Bus,1.172,1.172,2.601,1,Bus,1.444,1.444,5.716,1,Bus,6.217,6.217,7.446,1,Bus,1.837,1.837,3.014,1,Bus,Travel Time (min),25,Wait Time (min),2,30,12,Travel Time (min),20,Wait Time (min),8,30,12,Travel Time (min),25,Wait Time (min),4,30,12,Travel Time (min),15,Wait Time (min),10,30,12,Travel Time (min),20,Wait Time (min),8,30,12,Travel Time (min),20,Wait Time (min),4,30,12,Travel Time (min),10,Wait Time (min),6,30,12,Travel Time (min),10,Wait Time (min),6,30,12,Travel Time (min),20,Wait Time (min),8,30,12,Travel Time (min),25,Wait Time (min),8,30,12,Travel Cost ($),15,0,Travel Cost ($),15,0,Travel Cost ($),10,0,Travel Cost ($),10,0,Travel Cost ($),8,0,Travel Cost ($),10,0,Travel Cost ($),15,0,Travel Cost ($),15,0,Travel Cost ($),8,0,Travel Cost ($),10,0
2023-03-21 11:19:54,2023-03-21 11:21:18,IP Address,174.249.148.70,100,83,True,2023-03-21 11:21:19,R_2f0BCjyQ5dqI3iN,,,,,37.7794,-122.2178,anonymous,EN,"Yes, I consent.",Commute between home and campus,,Morning (06:00-11:59),Yes,Bus,,"Yes, I have read and understood. Take me to the next questions.",2.639,9.499,10.577,2,Bus,4.903,4.903,5.693,1,Bus,1.77,1.77,2.428,1,Bus,0.865,0.865,3.952,1,Bus,1.03,1.03,5.104,1,Bus,1.624,1.624,2.2,1,Bus,1.081,1.081,1.822,1,Bus,0.771,0.771,1.42,1,Bus,0.721,0.721,1.336,1,Bus,0.619,0.619,1.299,1,Bus,Travel Time (min),15,Wait Time (min),4,30,12,Travel Time (min),25,Wait Time (min),6,30,12,Travel Time (min),20,Wait Time (min),6,30,12,Travel Time (min),10,Wait Time (min),6,30,12,Travel Time (min),25,Wait Time (min),6,30,12,Travel Time (min),20,Wait Time (min),2,30,12,Travel Time (min),10,Wait Time (min),10,30,12,Travel Time (min),10,Wait Time (min),10,30,12,Travel Time (min),25,Wait Time (min),2,30,12,Travel Time (min),25,Wait Time (min),6,30,12,Travel Cost ($),8,0,Travel Cost ($),10,0,Travel Cost ($),12,0,Travel Cost ($),15,0,Travel Cost ($),15,0,Travel Cost ($),15,0,Travel Cost ($),10,0,Travel Cost ($),8,0,Travel Cost ($),8,0,Travel Cost ($),10,0
2023-03-21 10:38:49,2023-03-21 11:21:28,IP Address,136.152.143.100,100,2559,True,2023-03-21 11:21:28,R_3EnDEbnIFOWLUqS,,,,,37.8736,-122.257,anonymous,EN,"Yes, I consent.",Leisure,,Morning (06:00-11:59),Yes,Walk,,"Yes, I have read and understood. Take me to the next questions.",13.135,13.135,14.648,1,Bus,8.098,8.098,9.844,1,Bus,7.195,7.195,16.494,1,Bus,3.489,3.489,6.208,1,Bus,7.173,7.761,8.948,2,Bus,2.99,2.99,6.6,1,Bus,19.847,19.847,20.811,1,Bus,1.704,1.704,2.604,1,Bus,2.624,2.624,8.211,1,Ridehail,2.077,2.077,4.06,1,Bus,Travel Time (min),25,Wait Time (min),10,30,12,Travel Time (min),25,Wait Time (min),6,30,12,Travel Time (min),25,Wait Time (min),4,30,12,Travel Time (min),25,Wait Time (min),8,30,12,Travel Time (min),25,Wait Time (min),2,30,12,Travel Time (min),25,Wait Time (min),8,30,12,Travel Time (min),10,Wait Time (min),2,30,12,Travel Time (min),25,Wait Time (min),2,30,12,Travel Time (min),10,Wait Time (min),2,30,12,Travel Time (min),10,Wait Time (min),2,30,12,Travel Cost ($),8,0,Travel Cost ($),10,0,Travel Cost ($),10,0,Travel Cost ($),12,0,Travel Cost ($),8,0,Travel Cost ($),10,0,Travel Cost ($),12,0,Travel Cost ($),12,0,Travel Cost ($),10,0,Travel Cost ($),12,0
2023-03-21 11:19:24,2023-03-21 11:21:28,IP Address,136.152.143.78,100,124,True,2023-03-21 11:21:29,R_1Ldl3Q1Wk5P64dK,,,,,37.8736,-122.257,anonymous,EN,"Yes, I consent.",Other (Please specify),Home to work,Morning (06:00-11:59),Yes,Bus,,"Yes, I have read and understood. Take me to the next questions.",7.231,7.858,8.364,2,Bus,4.137,8.999,9.588,6,Bus,5.666,11.189,12.145,7,Bus,0.726,5.505,6.393,3,Bus,3.777,4.31,4.999,2,Bus,2.8,5.046,5.888,3,Bus,1.171,1.671,2.894,2,Bus,0.788,2.204,2.227,3,Bus,0.564,4.896,4.919,4,Bus,1.038,1.738,3.195,2,Bus,Travel Time (min),20,Wait Time (min),8,30,12,Travel Time (min),10,Wait Time (min),10,30,12,Travel Time (min),15,Wait Time (min),8,30,12,Travel Time (min),25,Wait Time (min),2,30,12,Travel Time (min),25,Wait Time (min),2,30,12,Travel Time (min),20,Wait Time (min),8,30,12,Travel Time (min),25,Wait Time (min),4,30,12,Travel Time (min),20,Wait Time (min),4,30,12,Travel Time (min),20,Wait Time (min),4,30,12,Travel Time (min),10,Wait Time (min),4,30,12,Travel Cost ($),15,0,Travel Cost ($),15,0,Travel Cost ($),15,0,Travel Cost ($),10,0,Travel Cost ($),15,0,Travel Cost ($),15,0,Travel Cost ($),8,0,Travel Cost ($),8,0,Travel Cost ($),15,0,Travel Cost ($),10,0
2023-03-21 11:19:26,2023-03-21 11:21:37,IP Address,136.152.143.107,100,131,True,2023-03-21 11:21:38,R_2CK9j5CKY5SbQSt,,,,,37.8736,-122.257,anonymous,EN,"Yes, I consent.",Commute between home and campus,,Morning (06:00-11:59),Yes,Bus,,"Yes, I have read and understood. Take me to the next questions.",6.174,6.174,6.837,1,Bus,2.869,2.869,3.485,1,Bus,3.095,3.095,3.64,1,Bus,4.246,4.246,5.056,1,Bus,2.266,2.266,2.705,1,Bus,0.688,1.593,2.088,2,Bus,0.594,1.134,1.151,2,Bus,0.625,0.625,1.21,1,Bus,0.635,0.635,1.146,1,Bus,0.708,1.991,2.005,3,Bus,Travel Time (min),15,Wait Time (min),4,30,12,Travel Time (min),10,Wait Time (min),10,30,12,Travel Time (min),20,Wait Time (min),4,30,12,Travel Time (min),15,Wait Time (min),6,30,12,Travel Time (min),25,Wait Time (min),4,30,12,Travel Time (min),25,Wait Time (min),10,30,12,Travel Time (min),20,Wait Time (min),2,30,12,Travel Time (min),15,Wait Time (min),8,30,12,Travel Time (min),20,Wait Time (min),6,30,12,Travel Time (min),20,Wait Time (min),6,30,12,Travel Cost ($),10,0,Travel Cost ($),15,0,Travel Cost ($),10,0,Travel Cost ($),8,0,Travel Cost ($),10,0,Travel Cost ($),12,0,Travel Cost ($),10,0,Travel Cost ($),8,0,Travel Cost ($),10,0,Travel Cost ($),12,0
